id,title,release_date,vote_average,vote_count,popularity,original_language,genre_ids,budget,revenue,runtime,production_companies,overview
653346,Kingdom of the Planet of the Apes,2024-05-08,6.924,805,5313.091,en,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",160000000,338039904,145,"['20th Century Studios', 'Oddball Entertainment', 'Jason T. Reed Productions']","Several generations in the future following Caesar's reign, apes are now the dominant species and live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire, one young ape undertakes a harrowing journey that will cause him to question all that he has known about the past and to make choices that will define a future for apes and humans alike."
929590,Civil War,2024-04-10,7.075,1285,2418.019,en,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",50000000,114097977,109,"['DNA Films', 'IPR.VC', 'A24']","In the near future, a group of war journalists attempt to survive while reporting the truth as the United States stands on the brink of civil war."
823464,Godzilla x Kong: The New Empire,2024-03-27,7.23,2506,1931.335,en,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",150000000,567156493,115,['Legendary Pictures'],"Following their explosive showdown, Godzilla and Kong must reunite against a colossal undiscovered threat hidden within our world, challenging their very existence – and our own."
719221,Tarot,2024-05-01,6.497,334,1540.535,en,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",8000000,41989392,92,"['Screen Gems', 'Alloy Entertainment', 'Ground Control Entertainment', 'Capstone Pictures']","When a group of friends recklessly violate the sacred rule of Tarot readings, they unknowingly unleash an unspeakable evil trapped within the cursed cards. One by one, they come face to face with fate and end up in a race against death."
614933,Atlas,2024-05-23,6.724,597,1568.697,en,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",0,0,120,"['Safehouse Pictures', 'ASAP Entertainment', 'Nuyorican Productions', 'Berlanti Productions']",A brilliant counterterrorism analyst with a deep distrust of AI discovers it might be her only hope when a mission to capture a renegade robot goes awry.
746036,The Fall Guy,2024-04-24,7.289,1023,1094.88,en,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",125000000,158002525,126,"['87North Productions', 'Entertainment 360', 'Universal Pictures']","Fresh off an almost career-ending accident, stuntman Colt Seavers has to track down a missing movie star, solve a conspiracy and try to win back the love of his life while still doing his day job."
940721,Godzilla Minus One,2023-11-03,7.655,1475,991.205,ja,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",15000000,115857413,125,"['TOHO', 'TOHO Studios', 'Robot Communications']","In postwar Japan, Godzilla brings new devastation to an already scorched landscape. With no military intervention or government help in sight, the survivors must join together in the face of despair and fight back against an unrelenting horror."
437342,The First Omen,2024-04-03,6.79,390,900.725,en,"[{'id': 27, 'name': 'Horror'}]",30000000,53689531,119,"['Phantom Four', '20th Century Studios']","When a young American woman is sent to Rome to begin a life of service to the church, she encounters a darkness that causes her to question her own faith and uncovers a terrifying conspiracy that hopes to bring about the birth of evil incarnate."
786892,Furiosa: A Mad Max Saga,2024-05-22,7.695,719,929.411,en,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",168000000,116060154,149,"['Warner Bros. Pictures', 'Kennedy Miller Mitchell', 'Domain Entertainment']","As the world fell, young Furiosa is snatched from the Green Place of Many Mothers and falls into the hands of a great Biker Horde led by the Warlord Dementus. Sweeping through the Wasteland they come across the Citadel presided over by The Immortan Joe. While the two Tyrants war for dominance, Furiosa must survive many trials as she puts together the means to find her way home."
693134,Dune: Part Two,2024-02-27,8.169,4352,787.686,en,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",190000000,711844359,167,['Legendary Pictures'],"Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee."
882059,Boy Kills World,2024-04-24,6.909,231,740.584,en,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}]",18000000,3128540,110,"['Vertigo Entertainment', 'Hammerstone Studios', 'Nthibah Pictures']","When his family is murdered, a deaf-mute named Boy escapes to the jungle and is trained by a mysterious shaman to repress his childish imagination and become an instrument of death."
1022789,Inside Out 2,2024-06-12,0.0,0,774.105,en,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",0,0,96,"['Pixar', 'Walt Disney Pictures']","Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone."
1011985,Kung Fu Panda 4,2024-03-02,7.126,1890,718.581,en,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",80000000,539271347,94,['DreamWorks Animation'],"Po is gearing up to become the spiritual leader of his Valley of Peace, but also needs someone to take his place as Dragon Warrior. As such, he will train a new kung fu practitioner for the spot and will encounter a villain called the Chameleon who conjures villains from the past."
980083,Top Gunner: Danger Zone,2022-05-20,4.0,13,688.455,en,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",0,0,86,['The Asylum'],"An airliner filled with 800 passengers is forced to fly fast and low, above farmlands, suburbs and skyscraper-packed cities or the tons of explosives aboard will detonate. When an elite unit of US Air Force fighter jets is sent to provide escort, they find themselves facing a squadron of unidentifiable warplanes which ignites a deadly air battle that threatens to destroy all life above and below."
573435,Bad Boys: Ride or Die,2024-06-05,7.4,31,906.165,en,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",100000000,0,115,"['Westbrook Studios', 'Columbia Pictures', 'Don Simpson/Jerry Bruckheimer Films']","After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves."
1219685,Un père idéal,2024-04-21,5.695,41,569.267,fr,"[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",0,0,0,['Albertine Productions'],
385687,Fast X,2023-05-17,7.118,5237,522.689,en,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",340000000,704709660,142,"['Universal Pictures', 'Original Film', 'One Race', 'Perfect Storm Entertainment']","Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever."
748783,The Garfield Movie,2024-04-30,6.447,141,557.4,en,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",60000000,152277603,101,"['Alcon Entertainment', 'Prime Focus', 'DNEG Animation', 'Columbia Pictures', 'Wayfarer Studios', 'Stage 6 Films', 'One Cool Group', 'Andrews McMeel Entertainment']","Garfield, the world-famous, Monday-hating, lasagna-loving indoor cat, is about to have a wild outdoor adventure! After an unexpected reunion with his long-lost father – scruffy street cat Vic – Garfield and his canine friend Odie are forced from their perfectly pampered life into joining Vic in a hilarious, high-stakes heist."
872585,Oppenheimer,2023-07-19,8.096,8250,546.339,en,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",100000000,952000000,181,"['Syncopy', 'Universal Pictures', 'Atlas Entertainment']",The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.
7451,xXx,2002-08-09,5.933,4084,483.746,en,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",70000000,277500000,124,"['Columbia Pictures', 'Original Film', 'Revolution Studios', 'Neal H. Moritz Productions']","Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi."
414906,The Batman,2022-03-01,7.677,9683,450.321,en,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",185000000,771000000,177,"['6th & Idaho', 'Dylan Clark Productions', 'DC Films', 'Warner Bros. Pictures']","In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler."
1041613,Immaculate,2024-03-20,6.271,558,498.532,en,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",9000000,22314913,89,"['Black Bear Pictures', 'Fifty-Fifty Films', 'Middle Child Films']","An American nun embarks on a new journey when she joins a remote convent in the Italian countryside. However, her warm welcome quickly turns into a living nightmare when she discovers her new home harbours a sinister secret and unspeakable horrors."
438631,Dune,2021-09-15,7.783,11842,493.9,en,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",165000000,407573628,155,['Legendary Pictures'],"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive."
126889,Alien: Covenant,2017-05-09,6.113,8225,363.902,en,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",97000000,240891763,122,"['Scott Free Productions', '20th Century Fox', 'Brandywine Productions']","The crew of the colony ship Covenant, bound for a remote planet on the far side of the galaxy, discovers what they think is an uncharted paradise but is actually a dark, dangerous world."
335983,Venom,2018-09-28,6.827,15383,472.388,en,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",116000000,856085151,112,"['Matt Tolmach Productions', 'Pascal Pictures', 'Marvel Entertainment', 'Tencent Pictures', 'Arad Productions', 'Columbia Pictures']","Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own."
346698,Barbie,2023-07-19,7.054,8397,420.165,en,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",145000000,1445638421,114,"['LuckyChap Entertainment', 'Heyday Films', 'NB/GG Pictures', 'Mattel', 'Warner Bros. Pictures']","Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans."
284053,Thor: Ragnarok,2017-10-02,7.593,20273,414.383,en,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",180000000,855301806,131,['Marvel Studios'],"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela."
218,The Terminator,1984-10-26,7.667,12611,418.037,en,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",6400000,78371200,108,"['Hemdale', 'Pacific Western']","In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?"
660360,Noryang: Deadly Sea,2023-12-20,6.408,87,394.008,ko,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",40000000,18200000,153,['Big Stone Pictures'],"In the winter of 1598, the seven-year Imjin War nears an end as the Japanese Wae invaders prepare to withdraw from Joseon. Admiral Yi Sun-shin leads an allied fleet of Joseon and Ming ships to annihilate the Wae army. Joseon, Ming, and Wae forces clash at Noryang Strait, the deadly sea where Admiral Yi fights his last valiant battle."
298618,The Flash,2023-06-13,6.732,3938,444.935,en,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",220000000,271333313,144,"['Warner Bros. Pictures', 'Double Dream', 'The Disco Factory', 'DC Films']","When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?"
348,Alien,1979-05-25,8.154,14026,398.243,en,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",11000000,104931801,117,"['20th Century Fox', 'Brandywine Productions']","During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed."
1010581,My Fault,2023-06-08,7.967,2572,421.312,es,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0,0,117,"['Pokeepsie Films', 'Amazon Studios']","Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning."
10138,Iron Man 2,2010-04-28,6.841,20501,384.182,en,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",200000000,623933331,124,"['Marvel Studios', 'Fairview Entertainment', 'Marvel Entertainment']","With the world now aware of his dual life as the armored superhero Iron Man, billionaire inventor Tony Stark faces pressure from the government, the press and the public to share his technology with the military. Unwilling to let go of his invention, Stark, with Pepper Potts and James 'Rhodey' Rhodes at his side, must forge new alliances – and confront powerful enemies."
508947,Turning Red,2022-03-10,7.389,4983,424.487,en,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",175000000,21328962,100,"['Walt Disney Pictures', 'Pixar']","Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda."
996154,Black Lotus,2023-04-12,6.473,112,383.021,en,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",0,0,93,['Capstone Pictures'],An ex-special forces operative wages a one man war through the streets of Amsterdam to rescue his friend's daughter from the local crime syndicate.
577922,Tenet,2020-08-22,7.184,9457,407.733,en,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",205000000,365304105,150,"['Warner Bros. Pictures', 'Syncopy']","Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time."
1366,Rocky,1976-11-20,7.789,7580,364.645,en,"[{'id': 18, 'name': 'Drama'}]",1000000,225300000,120,['Winkler Films'],An uneducated collector for a Philadelphia loan shark is given a once-in-a-lifetime opportunity to fight against the world heavyweight boxing champion.
940551,Migration,2023-12-06,7.44,1407,409.493,en,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",72000000,298614786,83,['Illumination'],"After a migrating duck family alights on their pond with thrilling tales of far-flung places, the Mallard family embarks on a family road trip, from New England, to New York City, to tropical Jamaica."
1136318,Battle Over Britain,2023-12-01,6.6,8,419.64,en,"[{'id': 10752, 'name': 'War'}]",0,0,80,['Tin Hat Productions'],"A young pilot, fresh out of training, is called to join a Flight while they wait for the call to scramble. Throughout a single day, he witnesses the skies of southern England filled with deadly dog fights, and after every exhausting battle the men return to their dispersal hut, only to find another of their number missing. Unwilling to surrender, the pilot and his comrades unite to take to the skies once more, determined to defend not only the airfield, but their entire country."
293660,Deadpool,2016-02-09,7.613,29978,394.444,en,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",58000000,782837347,108,"['20th Century Fox', ""The Donners' Company"", 'Genre Films', 'Marvel Entertainment']","The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life."
475557,Joker,2019-10-01,8.161,24691,383.395,en,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",55000000,1078958629,122,"['Warner Bros. Pictures', 'Joint Effort', 'Village Roadshow Pictures', 'Bron Studios', 'DC Films']","During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure."
43074,Ghostbusters,2016-07-14,5.358,6249,416.734,en,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",144000000,229147509,117,"['Ghost Corps', 'Columbia Pictures', 'Village Roadshow Pictures', 'LStar Capital', 'Feigco Entertainment', 'Pascal Pictures', 'The Montecito Picture Company']","Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat."
760104,X,2022-03-17,6.7,2817,394.173,en,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",1000000,14740889,106,"['A24', 'Little Lamb Productions']","In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives."
297762,Wonder Woman,2017-05-30,7.228,19574,375.236,en,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",149000000,823970682,141,"['Atlas Entertainment', 'Cruel & Unusual Films', 'DC Films']",An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.
603,The Matrix,1999-03-31,8.217,24985,394.386,en,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",63000000,463517383,136,"['Village Roadshow Pictures', 'Groucho II Film Partnership', 'Silver Pictures', 'Warner Bros. Pictures']","Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth."
11,Star Wars,1977-05-25,8.204,20080,385.7,en,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",11000000,775398007,121,"['Lucasfilm Ltd.', '20th Century Fox']",Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.
969686,4 Horsemen: Apocalypse,2022-04-29,5.736,74,406.976,en,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",0,0,86,"['The Asylum', 'Emerald City Films']",A small team of scientists must race against time to stop what seems to be a cascade of global disasters signaling the possible apocalypse and end of days.
263115,Logan,2017-02-28,7.818,18768,382.987,en,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",97000000,619021436,137,"['Hutch Parker Entertainment', ""The Donners' Company"", 'Genre Films', '20th Century Fox', 'Marvel Entertainment', 'TSG Entertainment']","In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces."
680,Pulp Fiction,1994-09-10,8.489,27186,406.455,en,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",8500000,213928762,154,"['Miramax', 'A Band Apart', 'Jersey Films']","A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time."
405774,Bird Box,2018-12-13,6.842,9634,405.353,en,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",19800000,0,124,"['Bluegrass Films', 'Chris Morgan Productions']","Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety."
27205,Inception,2010-07-15,8.368,35823,405.303,en,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",160000000,825532764,148,"['Legendary Pictures', 'Syncopy', 'Warner Bros. Pictures']","Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious."
299537,Captain Marvel,2019-03-06,6.821,15321,375.091,en,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",152000000,1131416446,124,['Marvel Studios'],"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe."
1096197,No Way Up,2024-01-18,6.447,707,389.706,en,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",0,0,90,"['Altitude Film Entertainment', 'Ingenious Media', 'Hyprr Films', 'Sarma Films', 'Dimension Studio']",Characters from different backgrounds are thrown together when the plane they're travelling on crashes into the Pacific Ocean. A nightmare fight for survival ensues with the air supply running out and dangers creeping in from all sides.
62,2001: A Space Odyssey,1968-04-02,8.078,11140,358.718,en,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}]",12000000,71923560,149,"['Stanley Kubrick Productions', 'Metro-Goldwyn-Mayer']","Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer."
206647,Spectre,2015-10-26,6.543,10273,346.956,en,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",245000000,880674609,148,"['Metro-Goldwyn-Mayer', 'Columbia Pictures', 'EON Productions', 'Danjaq', 'B24']","A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE."
284054,Black Panther,2018-02-13,7.4,21727,365.144,en,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",200000000,1349926083,135,['Marvel Studios'],"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war."
141,Donnie Darko,2001-01-19,7.779,12081,381.959,en,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",4500000,7500000,114,"['Flower Films', 'Gaylord Films', 'Adam Fields Productions', 'Pandora Cinema']","After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes."
634492,Madame Web,2024-02-14,5.604,1383,385.219,en,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",80000000,100298817,116,"['Columbia Pictures', 'di Bonaventura Pictures']","Forced to confront revelations about her past, paramedic Cassandra Webb forges a relationship with three young women destined for powerful futures...if they can all survive a deadly present."
150540,Inside Out,2015-06-09,7.914,20419,377.691,en,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",175000000,857611174,95,"['Pixar', 'Walt Disney Pictures']","From an adventurous balloon ride above the clouds to a monster-filled metropolis, Academy Award®-winning director Pete Docter (“Monsters, Inc.,” “Up”) has taken audiences to unique and imaginative places. In Disney and Pixar’s original movie “ Inside Out,” he will take us to the most extraordinary location of all—inside the mind."
16320,Serenity,2005-09-25,7.377,3382,377.115,en,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",39000000,38869464,119,"['Universal Pictures', 'Barry Mendel Productions']","When the renegade crew of Serenity agrees to hide a fugitive on their ship, they find themselves in an action-packed battle between the relentless military might of a totalitarian regime who will destroy anything – or anyone – to get the girl back and the bloodthirsty creatures who roam the uncharted areas of space. But... the greatest danger of all may be on their ship."
106,Predator,1987-06-12,7.5,7762,334.062,en,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",15000000,98267558,107,"['Silver Pictures', '20th Century Fox', 'Lawrence Gordon Productions', 'Davis Entertainment', 'Amercent Films', 'American Entertainment Partners L.P.', 'Estudios Churubusco Azteca S.A.']",A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.
490132,Green Book,2018-11-16,8.242,11223,348.859,en,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",23000000,319700000,130,"['Participant', 'DreamWorks Pictures', 'Cinetic Media', 'Innisfree Pictures', 'Amblin Partners', 'Mandate International']","Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book."
359410,Road House,2024-03-08,7.02,1853,371.443,en,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",85000000,0,121,"['Metro-Goldwyn-Mayer', 'Silver Pictures']","Ex-UFC fighter Dalton takes a job as a bouncer at a Florida Keys roadhouse, only to discover that this paradise is not all it seems."
526896,Morbius,2022-03-30,6.038,4123,328.775,en,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",75000000,167635712,105,"['Columbia Pictures', 'Matt Tolmach Productions', 'Arad Productions']","Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease."
